Index,Percentage Difference (%),Matlab,Python
212,0.0,(6+0j),(6+0j)
213,0.0,(7+0j),(7+0j)
214,1.553955206463976e-08,(0.470796357+0j),(0.47079635692684035+0j)
215,5.27552280739113e-08,(0.539155263+0j),(0.5391552627155675+0j)
216,4.4261176398277484e-08,(0.243307149+0j),(0.2433071491076906+0j)
217,1.4571390591389736e-07,(0.107016124+0j),(0.10701612384406263+0j)
218,0.0,(1+0j),(1+0j)
219,0.0,(2+0j),(2+0j)
220,0.0,(4+0j),(4+0j)
221,0.0,(5+0j),(5+0j)
222,0.0,(6+0j),(6+0j)
223,0.0,(7+0j),(7+0j)
224,1.7569820619669772e-07,(0.262612921+0j),(0.2626129205385938+0j)
225,1.95353505520696e-07,(0.108731273+0j),(0.10873127278758965+0j)
226,7.015316631666471e-08,(0.477276155+0j),(0.4772761553348243+0j)
227,2.150924526679201e-07,(0.126993466+0j),(0.12699346627315336+0j)
228,1.1791885046406494e-07,(0.327281582+0j),(0.3272815823859267+0j)
229,4.432120754996837e-07,(0.107841767+0j),(0.10784176747796774+0j)
230,0.0,(1+0j),(1+0j)
231,0.0,(4+0j),(4+0j)
232,0.0,(5+0j),(5+0j)
233,0.0,(7+0j),(7+0j)
234,1.1518068165327385e-07,(0.103620833+0j),(0.10362083288064881+0j)
235,9.027369676385605e-08,(0.241800104+0j),(0.2418001037817181+0j)
236,4.602675247235714e-08,(1.087667903+0j),(1.0876679035006183+0j)
237,2.7167399746329715e-09,(0.346858369+0j),(0.34685836900942324+0j)
238,0.0,(1+0j),(1+0j)
239,0.0,(4+0j),(4+0j)
240,0.0,(5+0j),(5+0j)
241,0.0,(6+0j),(6+0j)
242,0.0,(7+0j),(7+0j)
243,1.633160272170264e-07,(0.101148421+0j),(0.10114842083480842+0j)
244,3.4507079557100516e-07,(0.108245542+0j),(0.10824554237352375+0j)
245,1.6150977645134953e-07,(0.261638396+0j),(0.2616383964225716+0j)
246,6.27112024168537e-08,(0.31198988+0j),(0.3119898801956526+0j)
247,2.296264819345065e-08,(1.095885191+0j),(1.0958851907483558+0j)
248,0.0,(3+0j),(3+0j)
249,0.0,(6+0j),(6+0j)
250,2.1548172108172173e-08,(1.134055836+0j),(1.1340558362443682+0j)
251,3.0463091749824875e-07,(0.131386452+0j),(0.13138645240024374+0j)
252,0.0,(-590.8121922+0j),(-590.8121922+0j)
253,0.0,(-638.3747754+0j),(-638.3747754+0j)
254,0.0,(-408.2161569+0j),(-408.2161569+0j)
255,0.0,(-23.3706476+0j),(-23.3706476+0j)
256,3.084636100090049e-08,(-3.241873758+0j),(-3.241873759+0j)
257,0.0,(-6.058761709+0j),(-6.058761709+0j)
258,0.0,(-14.64949678+0j),(-14.64949678+0j)
259,0.0,(-31.61414496+0j),(-31.61414496+0j)
260,4.84020962453668e-09,(8131.075415+0j),(8131.075415393561+0j)
261,5.102365804030295e-10,(7667.228616+0j),(7667.228616039121+0j)
262,2.331149924283379e-09,(296.244651+0j),(296.24465099309407+0j)
263,4.756584462763974e-09,(36.59816431+0j),(36.59816430825918+0j)
264,2.7462364376563976e-08,(11.8372994+0j),(11.837299403250801+0j)
265,0.0,0j,0j
266,0.0,0j,0j
267,0.0,0j,0j
268,9.946383866844128e-10,(1294.100845+0j),(1294.1008450128716+0j)
269,4.774134657546156e-09,(1220.277334+0j),(1220.2773340582578+0j)
270,1.787629341506868e-10,(47.14880057+0j),(47.14880057008428+0j)
271,4.312182336450066e-09,(5.824778758+0j),(5.824778757748825+0j)
272,6.045336526428314e-09,(1.883964713+0j),(1.883964712886108+0j)
273,0.0,0j,0j
274,0.0,0j,0j
275,0.0,0j,0j
276,0.0,(0.07246996+0j),(0.07246996+0j)
277,0.0,(0.082973074+0j),(0.082973074+0j)
278,4.031606415505672e-08,(0.80933907+0j),(0.8093390703262937+0j)
279,6.37863836196038e-08,(0.538200985+0j),(0.5382009846567011+0j)
280,0.0,(0.264142533+0j),(0.264142533+0j)
281,0.0,(1+0j),(1+0j)
282,0.0,(1+0j),(1+0j)
283,0.0,(1+0j),(1+0j)
284,0.0,(8+0j),(8+0j)
285,0.0,(9+0j),(9+0j)
286,0.0,(10+0j),(10+0j)
287,0.0,(11+0j),(11+0j)
288,2.2915036499267463e-07,(0.187322378+0j),(0.18732237842924992+0j)
289,1.9897108800896433e-07,(0.187307946+0j),(0.18730794562731135+0j)
290,6.462823490366078e-10,(0.256760044+0j),(0.2567600440016594+0j)
291,5.222338960360633e-08,(0.256757063+0j),(0.25675706286591277+0j)
292,0.0,(8+0j),(8+0j)
293,0.0,(9+0j),(9+0j)
294,0.0,(10+0j),(10+0j)
295,0.0,(11+0j),(11+0j)
296,1.378944189958391e-07,(0.203043695+0j),(0.20304369472001407+0j)
297,2.378396021777743e-07,(0.203060336+0j),(0.2030603364829579+0j)
298,1.7460521469966918e-07,(0.247540818+0j),(0.24754081843221917+0j)
299,8.289804169542965e-08,(0.247543731+0j),(0.2475437312052089+0j)
300,0.0,(8+0j),(8+0j)
301,0.0,(9+0j),(9+0j)
302,0.0,(12+0j),(12+0j)
303,0.0,(13+0j),(13+0j)
304,3.4259048882468146e-07,(0.116811858+0j),(0.11681185759981369+0j)
305,3.071918807841386e-07,(0.117644118+0j),(0.11764411836139319+0j)
306,5.742808607910747e-08,(0.386301762+0j),(0.3863017622218457+0j)
307,5.3387250189389507e-08,(0.387559434+0j),(0.38755943379309266+0j)
308,0.0,(1+0j),(1+0j)
309,0.0,(2+0j),(2+0j)
310,0.0,(6+0j),(6+0j)
311,0.0,(7+0j),(7+0j)
312,3.3460222543742397e-09,(0.454357244+0j),(0.4543572440152029+0j)
313,8.942940209685173e-08,(0.53397218+0j),(0.5339721804775281+0j)
314,0.0,(0.2568558+0j),(0.2568558+0j)
315,1.7164129470112864e-07,(0.11332371+0j),(0.11332370980548971+0j)
316,0.0,(1+0j),(1+0j)
317,0.0,(2+0j),(2+0j)
318,0.0,(4+0j),(4+0j)
319,0.0,(5+0j),(5+0j)
320,0.0,(6+0j),(6+0j)
321,0.0,(7+0j),(7+0j)
322,9.187941194489473e-08,(0.281723977+0j),(0.2817239767411537+0j)
323,2.041542866728832e-07,(0.113254571+0j),(0.11325457123121406+0j)
324,7.987720074558931e-08,(0.471739773+0j),(0.4717397733768125+0j)
325,1.1961213169975006e-07,(0.13226541+0j),(0.13226541015820548+0j)
326,1.2873295742849242e-07,(0.304833995+0j),(0.30483399539242184+0j)
327,1.756280727298382e-07,(0.10572525+0j),(0.10572524981431679+0j)
328,0.0,(1+0j),(1+0j)
329,0.0,(4+0j),(4+0j)
330,0.0,(5+0j),(5+0j)
331,0.0,(7+0j),(7+0j)
332,4.281062470208324e-07,(0.110260031+0j),(0.11026003147203008+0j)
333,4.1320220255558283e-08,(0.243440626+0j),(0.2434406258994098+0j)
334,1.582854510800053e-08,(1.059706032+0j),(1.059706031832264+0j)
335,1.5382179647920229e-07,(0.327360181+0j),(0.3273601815035513+0j)
336,0.0,(1+0j),(1+0j)
337,0.0,(4+0j),(4+0j)
338,0.0,(5+0j),(5+0j)
339,0.0,(6+0j),(6+0j)
340,0.0,(7+0j),(7+0j)
341,2.8092103386824704e-07,(0.106058775+0j),(0.1060587752979414+0j)
342,3.2254395563400805e-07,(0.1051789+0j),(0.10517890033924819+0j)
343,2.0282059389108866e-07,(0.242192689+0j),(0.24219268949121664+0j)
344,2.831142359383504e-08,(0.317604287+0j),(0.3176042869100817+0j)
345,3.822402780762169e-08,(1.067158119+0j),(1.0671581194079107+0j)
346,0.0,(3+0j),(3+0j)
347,0.0,(6+0j),(6+0j)
348,1.8994567310020428e-08,(1.134047784+0j),(1.1340477837845926+0j)
349,2.7140084209810615e-07,(0.131384005+0j),(0.1313840046434227+0j)
350,0.0,(-590.8089411+0j),(-590.8089411+0j)
351,0.0,(-638.3784733+0j),(-638.3784733+0j)
352,0.0,(-407.8688846+0j),(-407.8688846+0j)
353,0.0,(-24.06357227+0j),(-24.06357227+0j)
354,0.0,(-2.829921566+0j),(-2.829921566+0j)
355,0.0,(-5.965552648+0j),(-5.965552648+0j)
356,0.0,(-14.87441352+0j),(-14.87441352+0j)
357,0.0,(-31.61414356+0j),(-31.61414356+0j)
358,4.276386809577127e-09,(8131.074453+0j),(8131.074453347716+0j)
359,0.0,(7667.230206+0j),(7667.230206+0j)
360,1.1156664937239722e-08,(296.1123092+0j),(296.11230916696377+0j)
361,7.262283231138321e-09,(34.13338833+0j),(34.13338832752114+0j)
362,3.763004581320986e-08,(11.60713953+0j),(11.607139525632228+0j)
363,0.0,0j,0j
364,0.0,0j,0j
365,0.0,0j,0j
366,0.0,(1294.100692+0j),(1294.100692+0j)
367,3.306416436437794e-09,(1220.277587+0j),(1220.2775870403475+0j)
368,9.077110337075517e-09,(47.12773771+0j),(47.127737714277835+0j)
369,3.678016802751172e-09,(5.432497477+0j),(5.432497476800192+0j)
370,1.8313616647858197e-08,(1.847333631+0j),(1.8473336306616863+0j)
371,0.0,0j,0j
372,0.0,0j,0j
373,0.0,0j,0j
374,0.0,(0.072469572+0j),(0.072469572+0j)
375,0.0,(0.082973534+0j),(0.082973534+0j)
376,7.128822519633854e-10,(0.809226186+0j),(0.8092261860057688+0j)
377,7.274949806606356e-08,(0.576194312+0j),(0.5761943115808216+0j)
378,4.874444987337556e-08,(0.236870219+0j),(0.2368702188845389+0j)
379,0.0,(1+0j),(1+0j)
380,0.0,(1+0j),(1+0j)
381,0.0,(1+0j),(1+0j)
382,0.0,(8+0j),(8+0j)
383,0.0,(9+0j),(9+0j)
384,0.0,(10+0j),(10+0j)
385,0.0,(11+0j),(11+0j)
386,2.2611490231099794e-07,(0.187322248+0j),(0.18732224757643648+0j)
387,2.004225623400495e-07,(0.187307787+0j),(0.18730778737540707+0j)
388,1.3050217239154352e-07,(0.256759812+0j),(0.2567598123350771+0j)
389,5.6761577825895195e-09,(0.256757365+0j),(0.25675736498542606+0j)
390,0.0,(8+0j),(8+0j)
391,0.0,(9+0j),(9+0j)
392,0.0,(10+0j),(10+0j)
393,0.0,(11+0j),(11+0j)
394,1.4566818355185886e-07,(0.203043837+0j),(0.20304383729577027+0j)
395,1.194560114943324e-07,(0.203060493+0j),(0.20306049275743204+0j)
396,2.175381507817419e-08,(0.247541036+0j),(0.24754103594615037+0j)
397,1.1641234793977746e-07,(0.247543436+0j),(0.24754343571182888+0j)
398,0.0,(8+0j),(8+0j)
399,0.0,(9+0j),(9+0j)
400,0.0,(12+0j),(12+0j)
401,0.0,(13+0j),(13+0j)
402,2.3355506022797938e-07,(0.117040944+0j),(0.11704094372664495+0j)
403,3.28532384114892e-07,(0.117760575+0j),(0.11776057461311838+0j)
404,1.0576605422979944e-07,(0.386838039+0j),(0.38683803940914335+0j)
405,1.0096808261137134e-07,(0.38794136+0j),(0.38794135960830306+0j)
406,0.0,(1+0j),(1+0j)
407,0.0,(2+0j),(2+0j)
408,0.0,(6+0j),(6+0j)
409,0.0,(7+0j),(7+0j)
410,2.2033409048580993e-08,(0.433052508+0j),(0.43305250790458377+0j)
411,1.1505131963884651e-08,(0.525569981+0j),(0.5255699810604675+0j)
412,3.395927853590968e-08,(0.27052061+0j),(0.27052061009186684+0j)
413,7.48954186181197e-08,(0.119920334+0j),(0.11992033391018517+0j)
414,0.0,(1+0j),(1+0j)
415,0.0,(2+0j),(2+0j)
416,0.0,(4+0j),(4+0j)
417,0.0,(5+0j),(5+0j)
418,0.0,(6+0j),(6+0j)
419,0.0,(7+0j),(7+0j)
420,1.177766848579559e-07,(0.301090251+0j),(0.30109025064538586+0j)
421,1.7304778345884956e-07,(0.116696729+0j),(0.1166967287980589+0j)
422,1.98395543826279e-08,(0.463717669+0j),(0.4637176689080005+0j)
423,1.8939807723585881e-07,(0.137805077+0j),(0.13780507673899983+0j)
424,5.680321881834576e-08,(0.278399034+0j),(0.2783990341581396+0j)
425,1.2273359595678185e-07,(0.102231602+0j),(0.10223160187452748+0j)
426,0.0,(1+0j),(1+0j)
427,0.0,(4+0j),(4+0j)
428,0.0,(5+0j),(5+0j)
429,0.0,(7+0j),(7+0j)
430,3.1858123425421525e-07,(0.11791757+0j),(0.11791757037566325+0j)
431,1.84485539385411e-07,(0.245358285+0j),(0.24535828545265057+0j)
432,2.844092346493391e-08,(1.028126046+0j),(1.0281260457075914+0j)
433,1.8488421453870725e-08,(0.305687789+0j),(0.30568778894348314+0j)
434,0.0,(1+0j),(1+0j)
435,0.0,(2+0j),(2+0j)
436,0.0,(4+0j),(4+0j)
437,0.0,(5+0j),(5+0j)
438,0.0,(6+0j),(6+0j)
439,0.0,(7+0j),(7+0j)
440,1.0106578043867456e-07,(0.111352414+0j),(0.11135241411253918+0j)
441,4.529181394646874e-07,(0.104895849+0j),(0.10489584852490767+0j)
442,4.708591002387515e-08,(0.10142638+0j),(0.10142638004775753+0j)
443,2.3215447575620974e-07,(0.220960908+0j),(0.22096090851297065+0j)
444,7.893717512454582e-08,(0.323885263+0j),(0.32388526325566586+0j)
445,4.979482779136639e-08,(1.034748828+0j),(1.0347488285152513+0j)
446,0.0,(3+0j),(3+0j)
447,0.0,(6+0j),(6+0j)
448,2.7199154974013103e-08,(1.134037437+0j),(1.1340374373084485+0j)
449,4.235648913984109e-08,(0.131380859+0j),(0.1313808590556483+0j)
450,0.0,(-590.8056899+0j),(-590.8056899+0j)
451,0.0,(-638.3821712+0j),(-638.3821712+0j)
452,0.0,(-407.5202269+0j),(-407.5202269+0j)
453,0.0,(-24.78776248+0j),(-24.78776248+0j)
454,4.2152408324438034e-08,(-2.372343888+0j),(-2.372343889+0j)
455,0.0,(-5.852314828+0j),(-5.852314828+0j)
456,0.0,(-15.15085013+0j),(-15.15085013+0j)
457,0.0,(-31.61414169+0j),(-31.61414169+0j)
458,4.306722173937978e-09,(8131.073491+0j),(8131.073491350183+0j)
459,7.483443018893892e-10,(7667.231795+0j),(7667.231795057377+0j)
460,6.404912827946783e-11,(295.9802998+0j),(295.98029979981044+0j)
461,1.4080940002244197e-08,(31.54478034+0j),(31.544780335558197+0j)
462,4.31483641417096e-08,(11.28001775+0j),(11.280017745132858+0j)
463,0.0,0j,0j
464,0.0,0j,0j
465,0.0,0j,0j
466,1.6083979448704425e-08,(1294.100539+0j),(1294.1005387918572+0j)
467,1.2068929896916062e-09,(1220.27784+0j),(1220.2778400147274+0j)
468,2.03994684449056e-09,(47.10672777+0j),(47.10672777096095+0j)
469,3.0296558754284254e-09,(5.020507719+0j),(5.020507719152104+0j)
470,1.683253820764963e-08,(1.795270582+0j),(1.7952705823021895+0j)
471,0.0,0j,0j
472,0.0,0j,0j
473,0.0,0j,0j
474,0.0,(0.072469183+0j),(0.072469183+0j)
475,0.0,(0.082973994+0j),(0.082973994+0j)
476,2.2377712379576002e-08,(0.809111847+0j),(0.8091118471810608+0j)
477,7.599121773429863e-08,(0.617861281+0j),(0.6178612814695204+0j)
478,1.3917245082437893e-07,(0.205811378+0j),(0.20581137771356725+0j)
479,0.0,(1+0j),(1+0j)
480,0.0,(1+0j),(1+0j)
481,0.0,(1+0j),(1+0j)
482,0.0,(8+0j),(8+0j)
483,0.0,(9+0j),(9+0j)
484,0.0,(10+0j),(10+0j)
485,0.0,(11+0j),(11+0j)
486,1.5262261757852005e-07,(0.187322117+0j),(0.1873221167141041+0j)
487,6.441331050729761e-08,(0.187307629+0j),(0.18730762912065105+0j)
488,1.3286536609297695e-07,(0.256759581+0j),(0.25675958065885546+0j)
489,0.0,(0.256757667+0j),(0.256757667+0j)
490,0.0,(8+0j),(8+0j)
491,0.0,(9+0j),(9+0j)
492,0.0,(10+0j),(10+0j)
493,0.0,(11+0j),(11+0j)
494,5.79669931003786e-08,(0.20304398+0j),(0.20304397988230152+0j)
495,1.7147057142327664e-08,(0.203060649+0j),(0.20306064903481894+0j)
496,1.8990219582311805e-07,(0.247541253+0j),(0.24754125347008626+0j)
497,8.473837706943466e-08,(0.24754314+0j),(0.24754314020976403+0j)
498,0.0,(8+0j),(8+0j)
499,0.0,(9+0j),(9+0j)
500,0.0,(12+0j),(12+0j)
501,0.0,(13+0j),(13+0j)
502,2.397063000747134e-07,(0.117271589+0j),(0.11727158928110738+0j)
503,0.0,(0.117877718+0j),(0.117877718+0j)
504,1.2284869562010196e-07,(0.387377781+0j),(0.3873777805241114+0j)
505,7.657257611939356e-08,(0.388325608+0j),(0.38832560770264907+0j)
506,0.0,(1+0j),(1+0j)
507,0.0,(2+0j),(2+0j)
508,0.0,(6+0j),(6+0j)
509,0.0,(7+0j),(7+0j)
510,7.858316590409177e-08,(0.406256665+0j),(0.40625666531924937+0j)
511,3.1797187974683274e-08,(0.513346536+0j),(0.5133465361632298+0j)
512,4.771863351250715e-08,(0.283727224+0j),(0.28372722386460925+0j)
513,3.3137484138723257e-07,(0.126685654+0j),(0.1266856544198044+0j)
514,0.0,(1+0j),(1+0j)
515,0.0,(2+0j),(2+0j)
516,0.0,(4+0j),(4+0j)
517,0.0,(5+0j),(5+0j)
518,0.0,(6+0j),(6+0j)
519,1.3243673298755247e-07,(0.319763729+0j),(0.31976372942348463+0j)
520,3.463050579906923e-07,(0.118391085+0j),(0.11839108540999431+0j)
521,5.787136571217038e-09,(0.452789372+0j),(0.45278937202620356+0j)
522,1.045411571674676e-07,(0.143602663+0j),(0.1436026628498761+0j)
523,8.809354515824019e-08,(0.247923153+0j),(0.2479231527815957+0j)
524,0.0,(1+0j),(1+0j)
525,0.0,(4+0j),(4+0j)
526,0.0,(5+0j),(5+0j)
527,0.0,(7+0j),(7+0j)
528,0.0,(0.126898476+0j),(0.126898476+0j)
529,1.5408587079008705e-07,(0.247623134+0j),(0.24762313361844773+0j)
530,8.760595504432884e-09,(0.992038502+0j),(0.9920385020869085+0j)
531,1.9064621574040882e-07,(0.281403709+0j),(0.2814037095364855+0j)
532,0.0,(1+0j),(1+0j)
533,0.0,(2+0j),(2+0j)
534,0.0,(5+0j),(5+0j)
535,0.0,(6+0j),(6+0j)
536,0.0,(7+0j),(7+0j)
537,2.772048340100164e-07,(0.117046285+0j),(0.11704628532445796+0j)
538,3.7977546814840557e-07,(0.113810126+0j),(0.11381012556777706+0j)
539,7.074098248224291e-08,(0.197696955+0j),(0.19769695486014724+0j)
540,6.337711684815322e-08,(0.330903905+0j),(0.33090390520971735+0j)
541,1.3331563381927777e-08,(0.997807731+0j),(0.9978077311330233+0j)
542,0.0,(3+0j),(3+0j)
543,0.0,(6+0j),(6+0j)
544,2.671117384233451e-08,(1.134023654+0j),(1.134023653697089+0j)
545,2.964107211017608e-07,(0.131376668+0j),(0.13137666761058547+0j)
546,0.0,(-590.8024386+0j),(-590.8024386+0j)
547,0.0,(-638.3858691+0j),(-638.3858691+0j)
548,0.0,(-407.1701745+0j),(-407.1701745+0j)
549,0.0,(-25.52899539+0j),(-25.52899539+0j)
550,0.0,(-1.876487016+0j),(-1.876487016+0j)
551,0.0,(-5.710980551+0j),(-5.710980551+0j)
552,0.0,(-15.50064641+0j),(-15.50064641+0j)
553,0.0,(-31.61413908+0j),(-31.61413908+0j)
554,4.931048147189672e-09,(8131.072529+0j),(8131.072529400947+0j)
555,6.44127316521395e-09,(7667.233384+0j),(7667.233384493868+0j)
556,5.1053446017143565e-09,(295.8486327+0j),(295.8486327151041+0j)
557,6.097864787607966e-09,(28.8062836+0j),(28.806283598243432+0j)
558,4.405010366468678e-08,(10.82281066+0j),(10.82281066476746+0j)
559,0.0,0j,0j
560,0.0,0j,0j
561,0.0,0j,0j
562,2.3732227914825133e-08,(1294.100386+0j),(1294.1003856928812+0j)
563,1.5240998968500157e-09,(1220.278093+0j),(1220.2780929814016+0j)
564,7.61894246802114e-09,(47.0857723+0j),(47.08577230358744+0j)
565,5.0727342863435035e-09,(4.584662427+0j),(4.584662426767432+0j)
566,2.5859044714757636e-08,(1.722503815+0j),(1.722503815445423+0j)
567,0.0,0j,0j
568,0.0,0j,0j
569,0.0,0j,0j
570,0.0,(0.072468795+0j),(0.072468795+0j)
571,0.0,(0.082974454+0j),(0.082974454+0j)
572,4.0690079222475855e-08,(0.808996033+0j),(0.8089960333291811+0j)
573,2.6672407979628054e-08,(0.663251542+0j),(0.6632515418230949+0j)
574,1.8311931029751116e-07,(0.170833847+0j),(0.17083384668717025+0j)
575,0.0,(1+0j),(1+0j)
576,0.0,(1+0j),(1+0j)
577,0.0,(1+0j),(1+0j)
578,0.0,(8+0j),(8+0j)
579,0.0,(9+0j),(9+0j)
580,0.0,(10+0j),(10+0j)
581,0.0,(11+0j),(11+0j)
582,8.420361461292075e-08,(0.187321986+0j),(0.1873219858422681+0j)
583,7.312680101307613e-08,(0.187307471+0j),(0.18730747086302804+0j)
584,1.0510283522268396e-08,(0.256759349+0j),(0.2567593489730139+0j)
585,0.0,(0.256757969+0j),(0.256757969+0j)
586,0.0,(8+0j),(8+0j)
587,0.0,(9+0j),(9+0j)
588,0.0,(10+0j),(10+0j)
589,0.0,(11+0j),(11+0j)
590,2.3620100375623406e-07,(0.203044122+0j),(0.20304412247959225+0j)
591,1.5519180298060303e-07,(0.203060805+0j),(0.20306080531513374+0j)
592,1.6185236857074387e-09,(0.247541471+0j),(0.24754147100400653+0j)
593,1.2158080625148474e-07,(0.247542845+0j),(0.24754284469903542+0j)
594,0.0,(8+0j),(8+0j)
595,0.0,(9+0j),(9+0j)
596,0.0,(12+0j),(12+0j)
597,0.0,(13+0j),(13+0j)
598,2.770338402901737e-07,(0.117503804+0j),(0.1175038043255253+0j)
599,1.7606863136942188e-07,(0.117995549+0j),(0.11799554879224686+0j)
600,5.185053240642943e-10,(0.387921003+0j),(0.3879210029979886+0j)
601,1.0972586858722295e-07,(0.388712185+0j),(0.38871218457348217+0j)
602,0.0,(1+0j),(1+0j)
603,0.0,(2+0j),(2+0j)
604,0.0,(6+0j),(6+0j)
605,0.0,(7+0j),(7+0j)
606,1.379560038821483e-07,(0.373736432+0j),(0.37373643251559185+0j)
607,3.051187151166883e-08,(0.497040667+0j),(0.4970406668483436+0j)
608,6.808835390886997e-08,(0.295921701+0j),(0.29592170079851177+0j)
609,1.4957394505104472e-07,(0.13357532+0j),(0.13357532019979387+0j)
610,0.0,(1+0j),(1+0j)
611,0.0,(2+0j),(2+0j)
612,0.0,(4+0j),(4+0j)
613,0.0,(5+0j),(5+0j)
614,0.0,(6+0j),(6+0j)
615,1.0634335090683087e-07,(0.336605433+0j),(0.3366054333579575+0j)
616,1.774965114793686e-07,(0.117600457+0j),(0.1176004567912633+0j)
617,7.590741165697874e-08,(0.438819827+0j),(0.4388198266669032+0j)
618,2.9786528985993603e-07,(0.149773847+0j),(0.1497738474461243+0j)
619,2.956232717117077e-08,(0.213793776+0j),(0.21379377593679758+0j)
620,0.0,(1+0j),(1+0j)
621,0.0,(4+0j),(4+0j)
622,0.0,(5+0j),(5+0j)
623,0.0,(7+0j),(7+0j)
624,1.9610558540438422e-07,(0.137671929+0j),(0.13767192873001766+0j)
625,1.9276950906626131e-07,(0.250325751+0j),(0.25032575051744826+0j)
626,3.826321951791269e-08,(0.95016649+0j),(0.9501664896364357+0j)
627,3.6277359836473424e-08,(0.253919262+0j),(0.2539192619078848+0j)
628,0.0,(1+0j),(1+0j)
629,0.0,(2+0j),(2+0j)
630,0.0,(5+0j),(5+0j)
631,0.0,(6+0j),(6+0j)
632,0.0,(7+0j),(7+0j)
633,2.0221149311130717e-07,(0.123142664+0j),(0.12314266375099138+0j)
634,3.711368887521666e-07,(0.124747917+0j),(0.12474791746298554+0j)
635,6.876724033934809e-08,(0.172110606+0j),(0.1721106061183557+0j)
636,7.486645169232505e-08,(0.338685307+0j),(0.3386853067464383+0j)
637,3.273528189181497e-08,(0.955154272+0j),(0.9551542723126725+0j)
638,0.0,(3+0j),(3+0j)
639,0.0,(6+0j),(6+0j)
640,5.100055087205573e-09,(1.134004379+0j),(1.134004379057835+0j)
641,2.1923064607654364e-07,(0.131370805+0j),(0.13137080471199494+0j)
642,0.0,(-590.7991873+0j),(-590.7991873+0j)
643,0.0,(-638.389567+0j),(-638.389567+0j)
644,0.0,(-406.818718+0j),(-406.818718+0j)
645,0.0,(-26.2602179+0j),(-26.2602179+0j)
646,0.0,(-1.357377954+0j),(-1.357377954+0j)
647,0.0,(-5.527901574+0j),(-5.527901574+0j)
648,0.0,(-15.96152212+0j),(-15.96152212+0j)
649,0.0,(-31.61413517+0j),(-31.61413517+0j)
650,6.148660258158658e-09,(8131.071568+0j),(8131.071567500048+0j)
651,1.5399846302385908e-09,(7667.234974+0j),(7667.234973881926+0j)
652,1.4132499299809706e-08,(295.7173179+0j),(295.71731794179226+0j)
653,5.631713237864592e-10,(25.86888282+0j),(25.868882820145686+0j)
654,3.298964118638722e-08,(10.19301225+0j),(10.193012253362639+0j)
655,0.0,0j,0j
656,0.0,0j,0j
657,0.0,0j,0j
658,3.078597897824904e-08,(1294.100233+0j),(1294.1002326015985+0j)
659,4.886804058631326e-09,(1220.278346+0j),(1220.2783459403674+0j)
660,3.582570224013883e-09,(47.06487291+0j),(47.064872908313866+0j)
661,2.2150310185863975e-09,(4.117160573+0j),(4.117160573091196+0j)
662,7.330640104413394e-09,(1.622268285+0j),(1.6222682851189227+0j)
663,0.0,0j,0j
664,0.0,0j,0j
665,0.0,0j,0j
666,0.0,(0.072468407+0j),(0.072468407+0j)
667,0.0,(0.082974915+0j),(0.082974915+0j)
668,4.972383118764813e-08,(0.808878724+0j),(0.8088787235977946+0j)
669,5.3868824322062984e-08,(0.712394984+0j),(0.7123949843837588+0j)
670,3.1996555195035986e-08,(0.132002207+0j),(0.13200220695776385+0j)
671,0.0,(1+0j),(1+0j)
672,0.0,(1+0j),(1+0j)
673,0.0,(1+0j),(1+0j)
674,0.0,(8+0j),(8+0j)
675,0.0,(9+0j),(9+0j)
676,0.0,(10+0j),(10+0j)
677,0.0,(11+0j),(11+0j)
678,2.086636458387246e-08,(0.187321855+0j),(0.18732185496091275+0j)
679,2.1218909263511257e-07,(0.187307313+0j),(0.18730731260255432+0j)
680,1.0809054554447485e-07,(0.256759117+0j),(0.2567591172775323+0j)
681,1.5565255622582036e-07,(0.256758271+0j),(0.2567582713996508+0j)
682,0.0,(8+0j),(8+0j)
683,0.0,(9+0j),(9+0j)
684,0.0,(10+0j),(10+0j)
685,0.0,(11+0j),(11+0j)
686,4.317215008478694e-08,(0.203044265+0j),(0.20304426508765858+0j)
687,1.9779298223805767e-07,(0.203060962+0j),(0.20306096159835968+0j)
688,1.8262309742667518e-07,(0.247541689+0j),(0.2475416885479317+0j)
689,7.256236716248497e-08,(0.247542549+0j),(0.24754254917962273+0j)
690,0.0,(8+0j),(8+0j)
691,0.0,(9+0j),(9+0j)
692,0.0,(12+0j),(12+0j)
693,0.0,(13+0j),(13+0j)
694,1.5116763494255554e-07,(0.117737599+0j),(0.11773759882201885+0j)
695,2.1400479858311688e-07,(0.11811407+0j),(0.11811406974723022+0j)
696,4.0597999017038624e-08,(0.388467724+0j),(0.3884677238422899+0j)
697,6.005068429808825e-08,(0.389101096+0j),(0.38910109623365785+0j)
698,0.0,(1+0j),(1+0j)
699,0.0,(2+0j),(2+0j)
700,0.0,(6+0j),(6+0j)
701,0.0,(7+0j),(7+0j)
702,1.5636180208760408e-08,(0.335688067+0j),(0.3356880669475112+0j)
703,7.178503181391688e-08,(0.476888561+0j),(0.4768885606576654+0j)
704,4.127396836211725e-08,(0.306852871+0j),(0.30685287087334967+0j)
705,1.680931968933297e-07,(0.140795484+0j),(0.14079548376333237+0j)
706,0.0,(1+0j),(1+0j)
707,0.0,(2+0j),(2+0j)
708,0.0,(4+0j),(4+0j)
709,0.0,(5+0j),(5+0j)
710,0.0,(6+0j),(6+0j)
711,8.287045582734919e-09,(0.350446461+0j),(0.35044646102904164+0j)
